cohort,fold,K,method,n_cell_types,val_auc,held_auc,val_ap,held_ap,val_f1,held_f1,val_mcc,held_mcc
Pappalardo,4,15,DE_top,8,0.9333333333333333,1.0,0.9666666666666668,1.0,0.8333333333333333,0.8333333333333333,0.4879500364742666,0.6900655593423543
Pappalardo,4,15,HVG,8,0.8,0.9666666666666667,0.925,0.9666666666666668,0.7272727272727272,0.8333333333333333,0.14907119849998599,0.6900655593423543
Pappalardo,4,15,LASSO,8,0.6000000000000001,1.0,0.7683333333333333,1.0,0.7272727272727272,0.7692307692307693,0.14907119849998599,0.5590169943749475
Pappalardo,4,15,ElasticNet,8,0.5333333333333333,1.0,0.7416666666666667,1.0,0.6,0.8333333333333333,-0.06666666666666667,0.6900655593423543
Pappalardo,4,20,DE_top,8,0.8,1.0,0.902857142857143,1.0,0.8333333333333333,0.8333333333333333,0.4879500364742666,0.6900655593423543
Pappalardo,4,20,HVG,8,0.8666666666666667,0.9,0.942857142857143,0.925,0.8000000000000002,0.8000000000000002,0.4666666666666667,0.6333333333333333
Pappalardo,4,20,LASSO,8,0.6000000000000001,1.0,0.7683333333333333,1.0,0.7272727272727272,0.8333333333333333,0.14907119849998599,0.6900655593423543
Pappalardo,4,20,ElasticNet,8,0.6000000000000001,1.0,0.7683333333333333,1.0,0.8000000000000002,0.9090909090909091,0.4666666666666667,0.8333333333333334
Pappalardo,4,30,DE_top,8,0.6666666666666667,0.9,0.7861904761904763,0.8766666666666667,0.8333333333333333,0.7142857142857143,0.4879500364742666,0.43033148291193524
Pappalardo,4,30,HVG,8,0.8666666666666667,0.9666666666666667,0.942857142857143,0.9666666666666668,0.8000000000000002,0.8000000000000002,0.4666666666666667,0.6333333333333333
Pappalardo,4,30,LASSO,8,0.6000000000000001,1.0,0.7683333333333333,1.0,0.7272727272727272,0.7142857142857143,0.14907119849998599,0.43033148291193524
Pappalardo,4,30,ElasticNet,8,0.6666666666666667,1.0,0.8350000000000001,1.0,0.8000000000000002,0.8333333333333333,0.4666666666666667,0.6900655593423543
Pappalardo,4,50,DE_top,8,0.6666666666666667,1.0,0.8350000000000001,1.0,0.7272727272727272,0.7142857142857143,0.14907119849998599,0.43033148291193524
Pappalardo,4,50,HVG,8,0.7333333333333334,1.0,0.8850000000000001,1.0,0.6666666666666665,1.0,0.2581988897471611,1.0
Pappalardo,4,50,LASSO,8,0.6666666666666667,1.0,0.8350000000000001,1.0,0.7272727272727272,0.7142857142857143,0.14907119849998599,0.43033148291193524
Pappalardo,4,50,ElasticNet,8,0.6666666666666667,1.0,0.8350000000000001,1.0,0.7272727272727272,0.8333333333333333,0.14907119849998599,0.6900655593423543
Pappalardo,5,5,DE_top,8,0.6666666666666666,1.0,0.9166666666666666,1.0,0.8571428571428571,0.888888888888889,0.0,0.8280786712108251
